Subject,Class,Movement,eeg_node,esg_node,emg_node,eeg_label,esg_label,emg_label,imp_eeg_esg,imp_esg_emg,chain_score,EEG_name,ESG_name,EMG_name,ESG_match,EMG_match
NIS006,3,Right Plantar Flexion,22,3,1,EEG22,ESG3,EMG1,0.0001258861011592,0.0003219896170776,4.0534017507668694e-08,PO3,L1L2-L,R-MH,no,no
NIS006,3,Right Plantar Flexion,3,12,1,EEG3,ESG12,EMG1,0.0001123924885177,0.0003596326860133,4.042001253338113e-08,F3,T12L1-R,R-MH,no,no
NIS006,3,Right Plantar Flexion,1,12,1,EEG1,ESG12,EMG1,0.0001122637549997,0.0003596326860133,4.037371575249847e-08,Fpz,T12L1-R,R-MH,no,no
NIS006,3,Right Plantar Flexion,14,3,1,EEG14,ESG3,EMG1,0.0001205510052386,0.0003219896170776,3.8816172015122255e-08,C4,L1L2-L,R-MH,no,no
NIS007,0,Left Knee Flexion,27,6,2,EEG27,ESG6,EMG2,0.0058177420869469,0.0169403962790966,9.855485640246006e-05,T8,T11T12-C,L-RF,no,YES
NIS007,0,Left Knee Flexion,27,2,2,EEG27,ESG2,EMG2,0.0055212471634149,0.016077047213912,8.87653513259e-05,T8,T12L1-L,L-RF,YES,YES
NIS007,0,Left Knee Flexion,27,1,2,EEG27,ESG1,EMG2,0.0050337868742644,0.014657637104392,7.378342126382071e-05,T8,T11T12-L,L-RF,no,YES
NIS007,0,Left Knee Flexion,27,0,2,EEG27,ESG0,EMG2,0.0046885441988706,0.01365234144032,6.40096062610139e-05,T8,T10T11-L,L-RF,no,YES
NIS007,0,Left Knee Flexion,27,3,2,EEG27,ESG3,EMG2,0.0045462353155016,0.0132379587739706,6.018287568338061e-05,T8,L1L2-L,L-RF,YES,YES
NIS007,0,Left Knee Flexion,27,7,2,EEG27,ESG7,EMG2,0.0042979633435606,0.0125150280073285,5.3789131619133394e-05,T8,T12L1-C,L-RF,no,YES
NIS007,0,Left Knee Flexion,11,6,2,EEG11,ESG6,EMG2,0.0029217316769063,0.0169403962790966,4.9495292427982965e-05,C1,T11T12-C,L-RF,no,YES
NIS007,0,Left Knee Flexion,26,6,2,EEG26,ESG6,EMG2,0.0029154762160032,0.0169403962790966,4.938932244137693e-05,Cz2,T11T12-C,L-RF,no,YES
NIS007,0,Left Knee Flexion,5,6,2,EEG5,ESG6,EMG2,0.0028659894596785,0.0169403962790966,4.8550997178668266e-05,F4,T11T12-C,L-RF,no,YES
NIS007,0,Left Knee Flexion,11,14,2,EEG11,ESG14,EMG2,0.0028873798437416,0.0167412236332893,4.8338271678331074e-05,C1,L2L3-R,L-RF,no,YES
NIS007,1,Left Plantar Flexion,16,6,1,EEG16,ESG6,EMG1,0.0028954322915524,0.0098305810242891,2.846378174244926e-05,CP3,T11T12-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,16,7,1,EEG16,ESG7,EMG1,0.0028729899786412,0.0097543857991695,2.802425264881482e-05,CP3,T12L1-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,27,6,1,EEG27,ESG6,EMG1,0.0027648156974464,0.0098305810242891,2.7179744730973943e-05,T8,T11T12-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,25,6,1,EEG25,ESG6,EMG1,0.0027402515988796,0.0098305810242891,2.693826536972468e-05,T7,T11T12-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,27,7,1,EEG27,ESG7,EMG1,0.0027433859650045,0.0097543857991695,2.6760045098681535e-05,T8,T12L1-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,25,7,1,EEG25,ESG7,EMG1,0.0027190123219043,0.0097543857991695,2.652229518055032e-05,T7,T12L1-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,20,6,1,EEG20,ESG6,EMG1,0.0025616732891649,0.0098305810242891,2.51827368268928e-05,Pz,T11T12-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,21,6,1,EEG21,ESG6,EMG1,0.0025548085104674,0.0098305810242891,2.5115252063693305e-05,P4,T11T12-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,26,6,1,EEG26,ESG6,EMG1,0.0025455781724303,0.0098305810242891,2.5024512477738858e-05,Cz2,T11T12-C,R-MH,no,no
NIS007,1,Left Plantar Flexion,20,7,1,EEG20,ESG7,EMG1,0.002541818190366,0.0097543857991695,2.479387526017722e-05,Pz,T12L1-C,R-MH,no,no
NIS007,2,Right Knee Flexion,27,6,2,EEG27,ESG6,EMG2,0.0028595780022442,0.0070116482675075,2.005035514523849e-05,T8,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,21,6,2,EEG21,ESG6,EMG2,0.0023221815936267,0.0070116482675075,1.6282320547790843e-05,P4,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,23,6,2,EEG23,ESG6,EMG2,0.0021852201316505,0.0070116482675075,1.5321994950210326e-05,POz,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,24,6,2,EEG24,ESG6,EMG2,0.002094091149047,0.0070116482675075,1.468303057721842e-05,PO4,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,25,6,2,EEG25,ESG6,EMG2,0.0020800281781703,0.0070116482675075,1.458442597183484e-05,T7,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,20,6,2,EEG20,ESG6,EMG2,0.0019964773673564,0.0070116482675075,1.399859707394268e-05,Pz,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,22,6,2,EEG22,ESG6,EMG2,0.0019945770036429,0.0070116482675075,1.3985272392003263e-05,PO3,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,19,6,2,EEG19,ESG6,EMG2,0.0019736296962946,0.0070116482675075,1.3838397240725948e-05,P3,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,12,6,2,EEG12,ESG6,EMG2,0.0018749648006632,0.0070116482675075,1.314659369620842e-05,Cz,T11T12-C,L-RF,no,no
NIS007,2,Right Knee Flexion,5,6,2,EEG5,ESG6,EMG2,0.0017990736523643,0.0070116482675075,1.2614471657718724e-05,F4,T11T12-C,L-RF,no,no
NIS007,3,Right Plantar Flexion,23,1,1,EEG23,ESG1,EMG1,0.0030072927474975,0.0085676349699497,2.5765386508336263e-05,POz,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,20,1,1,EEG20,ESG1,EMG1,0.0028507385868579,0.0085676349699497,2.442408760694893e-05,Pz,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,26,1,1,EEG26,ESG1,EMG1,0.002849641488865,0.0085676349699497,2.441468807181952e-05,Cz2,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,24,1,1,EEG24,ESG1,EMG1,0.0028489036485552,0.0085676349699497,2.440836652537956e-05,PO4,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,10,1,1,EEG10,ESG1,EMG1,0.002534276805818,0.0085676349699497,2.1712758585059472e-05,C3,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,21,1,1,EEG21,ESG1,EMG1,0.0024638122413307,0.0085676349699497,2.110904391821548e-05,P4,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,16,1,1,EEG16,ESG1,EMG1,0.0022119113709777,0.0085676349699497,1.8950849212418484e-05,CP3,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,18,1,1,EEG18,ESG1,EMG1,0.0021969643421471,0.0085676349699497,1.8822788525512182e-05,CP4,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,4,1,1,EEG4,ESG1,EMG1,0.0021948269568383,0.0085676349699497,1.8804476188396743e-05,Fz,T11T12-L,R-MH,no,no
NIS007,3,Right Plantar Flexion,27,1,1,EEG27,ESG1,EMG1,0.0021945603657513,0.0085676349699497,1.8802192133277225e-05,T8,T11T12-L,R-MH,no,no
NIS008,0,Left Knee Flexion,27,2,2,EEG27,ESG2,EMG2,0.0027472716756165,0.0068578729405999,1.884044008468701e-05,T8,T12L1-L,L-RF,YES,YES
NIS008,0,Left Knee Flexion,27,0,2,EEG27,ESG0,EMG2,0.0025090044364333,0.0062630986794829,1.5714142372642327e-05,T8,T10T11-L,L-RF,no,YES
NIS008,0,Left Knee Flexion,27,6,2,EEG27,ESG6,EMG2,0.0023544232826679,0.0058772256597876,1.383747693089782e-05,T8,T11T12-C,L-RF,no,YES
NIS008,0,Left Knee Flexion,27,1,2,EEG27,ESG1,EMG2,0.0022983415983617,0.0057372315786778,1.3186117996709944e-05,T8,T11T12-L,L-RF,no,YES
NIS008,0,Left Knee Flexion,27,3,2,EEG27,ESG3,EMG2,0.0022115290630608,0.0055205258540809,1.220880336967893e-05,T8,L1L2-L,L-RF,YES,YES
NIS008,0,Left Knee Flexion,11,2,2,EEG11,ESG2,EMG2,0.0016092170262709,0.0068578729405999,1.1035805900016051e-05,C1,T12L1-L,L-RF,YES,YES
NIS008,0,Left Knee Flexion,24,2,2,EEG24,ESG2,EMG2,0.0015920032747089,0.0068578729405999,1.0917756178973215e-05,PO4,T12L1-L,L-RF,YES,YES
NIS008,0,Left Knee Flexion,25,2,2,EEG25,ESG2,EMG2,0.0015698364004492,0.0068578729405999,1.0765738571809867e-05,T7,T12L1-L,L-RF,YES,YES
NIS008,0,Left Knee Flexion,5,2,2,EEG5,ESG2,EMG2,0.0015674402238801,0.0068578729405999,1.07493058973553e-05,F4,T12L1-L,L-RF,YES,YES
NIS008,0,Left Knee Flexion,20,2,2,EEG20,ESG2,EMG2,0.0014026953140273,0.0068578729405999,9.6195062379746e-06,Pz,T12L1-L,L-RF,YES,YES
NIS008,1,Left Plantar Flexion,20,3,1,EEG20,ESG3,EMG1,0.0019376373384147,0.0083292545750737,1.613907466582504e-05,Pz,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,0,3,1,EEG0,ESG3,EMG1,0.0016831248067319,0.0083292545750737,1.4019174996892076e-05,Fp1,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,16,3,1,EEG16,ESG3,EMG1,0.0016424887580797,0.0083292545750737,1.3680707002742556e-05,CP3,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,26,3,1,EEG26,ESG3,EMG1,0.0016192874172702,0.0083292545750737,1.348745712865748e-05,Cz2,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,6,3,1,EEG6,ESG3,EMG1,0.0015488764038309,0.0083292545750737,1.2900985872832632e-05,FC3,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,25,3,1,EEG25,ESG3,EMG1,0.001517544616945,0.0083292545750737,1.2640015443568368e-05,T7,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,21,3,1,EEG21,ESG3,EMG1,0.001378484070301,0.0083292545750737,1.1481744749221312e-05,P4,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,2,3,1,EEG2,ESG3,EMG1,0.0013337596319615,0.0083292545750737,1.1109223516564664e-05,Fp2,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,18,3,1,EEG18,ESG3,EMG1,0.0013295239768922,0.0083292545750737,1.1073943667199836e-05,CP4,L1L2-L,R-MH,YES,no
NIS008,1,Left Plantar Flexion,27,3,1,EEG27,ESG3,EMG1,0.001309989253059,0.0083292545750737,1.0911233979339326e-05,T8,L1L2-L,R-MH,YES,no
NIS008,2,Right Knee Flexion,4,1,2,EEG4,ESG1,EMG2,0.0010664770379662,0.0036380756646394,3.879924158721806e-06,Fz,T11T12-L,L-RF,no,no
NIS008,2,Right Knee Flexion,4,2,2,EEG4,ESG2,EMG2,0.0009406038443557,0.0032086840365082,3.018100540062675e-06,Fz,T12L1-L,L-RF,no,no
NIS008,2,Right Knee Flexion,20,1,2,EEG20,ESG1,EMG2,0.0007827870431356,0.0036380756646394,2.847838492226764e-06,Pz,T11T12-L,L-RF,no,no
NIS008,2,Right Knee Flexion,0,1,2,EEG0,ESG1,EMG2,0.0007611880428157,0.0036380756646394,2.769259694782619e-06,Fp1,T11T12-L,L-RF,no,no
NIS008,2,Right Knee Flexion,4,9,2,EEG4,ESG9,EMG2,0.0008671999094076,0.0029582811985164,2.5654211873558397e-06,Fz,L2L3-C,L-RF,YES,no
NIS008,2,Right Knee Flexion,4,7,2,EEG4,ESG7,EMG2,0.0008403729298152,0.0028667661827057,2.409152696055585e-06,Fz,T12L1-C,L-RF,no,no
NIS008,2,Right Knee Flexion,9,1,2,EEG9,ESG1,EMG2,0.000643067236524,0.0036380756646394,2.3395272639251943e-06,C5,T11T12-L,L-RF,no,no
NIS008,2,Right Knee Flexion,20,2,2,EEG20,ESG2,EMG2,0.0006903969915583,0.0032086840365082,2.21526580566664e-06,Pz,T12L1-L,L-RF,no,no
NIS008,2,Right Knee Flexion,26,1,2,EEG26,ESG1,EMG2,0.0006083954358473,0.0036380756646394,2.2133886296339406e-06,Cz2,T11T12-L,L-RF,no,no
NIS008,2,Right Knee Flexion,25,1,2,EEG25,ESG1,EMG2,0.000599448219873,0.0036380756646394,2.180837980931454e-06,T7,T11T12-L,L-RF,no,no
NIS008,3,Right Plantar Flexion,20,2,1,EEG20,ESG2,EMG1,0.0013339072465896,0.005848316475749,7.801111727351318e-06,Pz,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,26,2,1,EEG26,ESG2,EMG1,0.0012772716581821,0.005848316475749,7.469888882553899e-06,Cz2,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,20,1,1,EEG20,ESG1,EMG1,0.0012653588782995,0.0055477768182754,7.019928651829516e-06,Pz,T11T12-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,6,2,1,EEG6,ESG2,EMG1,0.0011866439599543,0.005848316475749,6.939869421849262e-06,FC3,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,9,2,1,EEG9,ESG2,EMG1,0.0011650552041828,0.005848316475749,6.813611545779773e-06,C5,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,26,1,1,EEG26,ESG1,EMG1,0.001211633789353,0.0055477768182754,6.721873848812218e-06,Cz2,T11T12-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,23,2,1,EEG23,ESG2,EMG1,0.0011434351326897,0.005848316475749,6.687170525459868e-06,POz,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,10,2,1,EEG10,ESG2,EMG1,0.0011219513835385,0.005848316475749,6.561526761337871e-06,C3,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,25,2,1,EEG25,ESG2,EMG1,0.0011009876616299,0.005848316475749,6.438924281106616e-06,T7,T12L1-L,R-MH,no,no
NIS008,3,Right Plantar Flexion,6,1,1,EEG6,ESG1,EMG1,0.0011256634024903,0.0055477768182754,6.244929329516855e-06,FC3,T11T12-L,R-MH,no,no
NIS009,0,Left Knee Flexion,27,3,2,EEG27,ESG3,EMG2,0.0028930979315191,0.0062629031017422,1.8119192008955428e-05,T8,L1L2-L,L-RF,YES,YES
NIS009,0,Left Knee Flexion,27,1,2,EEG27,ESG1,EMG2,0.0028827111236751,0.006240417715162,1.798932156387681e-05,T8,T11T12-L,L-RF,no,YES
NIS009,0,Left Knee Flexion,27,2,2,EEG27,ESG2,EMG2,0.0027093403041362,0.0058651091530919,1.5890576616630486e-05,T8,T12L1-L,L-RF,YES,YES
NIS009,0,Left Knee Flexion,5,3,2,EEG5,ESG3,EMG2,0.0021328043658286,0.0062629031017422,1.3357547078157598e-05,F4,L1L2-L,L-RF,YES,YES
NIS009,0,Left Knee Flexion,24,3,2,EEG24,ESG3,EMG2,0.0021317910868674,0.0062629031017422,1.3351201010208685e-05,PO4,L1L2-L,L-RF,YES,YES
NIS009,0,Left Knee Flexion,5,1,2,EEG5,ESG1,EMG2,0.0021251470316201,0.006240417715162,1.3261805183446372e-05,F4,T11T12-L,L-RF,no,YES
NIS009,0,Left Knee Flexion,24,1,2,EEG24,ESG1,EMG2,0.0021241374779492,0.006240417715162,1.3255505146834189e-05,PO4,T11T12-L,L-RF,no,YES
NIS009,0,Left Knee Flexion,27,6,2,EEG27,ESG6,EMG2,0.0024426016025245,0.0052876807749271,1.291569753447512e-05,T8,T11T12-C,L-RF,no,YES
NIS009,0,Left Knee Flexion,27,0,2,EEG27,ESG0,EMG2,0.0024386765435338,0.0052791838534176,1.2874221832331976e-05,T8,T10T11-L,L-RF,no,YES
NIS009,0,Left Knee Flexion,5,2,2,EEG5,ESG2,EMG2,0.001997337443754,0.0058651091530919,1.171460212317523e-05,F4,T12L1-L,L-RF,YES,YES
NIS009,1,Left Plantar Flexion,16,3,1,EEG16,ESG3,EMG1,0.0021237772889435,0.0090224631130695,1.916170224986781e-05,CP3,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,21,3,1,EEG21,ESG3,EMG1,0.0019171007443219,0.0090224631130695,1.7296970749682873e-05,P4,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,10,3,1,EEG10,ESG3,EMG1,0.0017939956160262,0.0090224631130695,1.618625927060505e-05,C3,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,20,3,1,EEG20,ESG3,EMG1,0.0017815150786191,0.0090224631130695,1.6073654082218204e-05,Pz,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,24,3,1,EEG24,ESG3,EMG1,0.001629143836908,0.0090224631130695,1.4698890174387382e-05,PO4,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,0,3,1,EEG0,ESG3,EMG1,0.0016140083316713,0.0090224631130695,1.456233063669172e-05,Fp1,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,26,3,1,EEG26,ESG3,EMG1,0.0016037445748224,0.0090224631130695,1.446972626912126e-05,Cz2,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,7,3,1,EEG7,ESG3,EMG1,0.0015886727487668,0.0090224631130695,1.4333741274487591e-05,FCz,L1L2-L,R-MH,YES,no
NIS009,1,Left Plantar Flexion,16,7,1,EEG16,ESG7,EMG1,0.0018126509385183,0.007700702175498,1.395868502566673e-05,CP3,T12L1-C,R-MH,no,no
NIS009,1,Left Plantar Flexion,17,3,1,EEG17,ESG3,EMG1,0.0015151064144447,0.0090224631130695,1.366999173670275e-05,CPz,L1L2-L,R-MH,YES,no
NIS009,3,Right Plantar Flexion,10,1,1,EEG10,ESG1,EMG1,0.0020184488967061,0.0069967661984264,1.4122615013724502e-05,C3,T11T12-L,R-MH,no,no
NIS009,3,Right Plantar Flexion,10,2,1,EEG10,ESG2,EMG1,0.0019728383049368,0.0068386611528694,1.349157267686472e-05,C3,T12L1-L,R-MH,no,no
NIS009,3,Right Plantar Flexion,10,7,1,EEG10,ESG7,EMG1,0.0019136208575218,0.0066333897411823,1.2693792964798244e-05,C3,T12L1-C,R-MH,no,no
NIS009,3,Right Plantar Flexion,16,5,1,EEG16,ESG5,EMG1,0.0015209339326247,0.0083346469327807,1.2676447336513086e-05,CP3,T10T11-C,R-MH,no,no
NIS009,3,Right Plantar Flexion,24,1,1,EEG24,ESG1,EMG1,0.0017941684927791,0.0069967661984264,1.255337746455885e-05,PO4,T11T12-L,R-MH,no,no
NIS009,3,Right Plantar Flexion,24,2,1,EEG24,ESG2,EMG1,0.0017536259256303,0.0068386611528694,1.19924534942729e-05,PO4,T12L1-L,R-MH,no,no
NIS009,3,Right Plantar Flexion,25,5,1,EEG25,ESG5,EMG1,0.0014131455682218,0.0083346469327807,1.1778069375752587e-05,T7,T10T11-C,R-MH,no,no
NIS009,3,Right Plantar Flexion,24,7,1,EEG24,ESG7,EMG1,0.0017009885050356,0.0066333897411823,1.128331969917247e-05,PO4,T12L1-C,R-MH,no,no
NIS009,3,Right Plantar Flexion,10,9,1,EEG10,ESG9,EMG1,0.0017623718595132,0.0061090993694961,1.0766504815769914e-05,C3,L2L3-C,R-MH,YES,no
NIS009,3,Right Plantar Flexion,23,1,1,EEG23,ESG1,EMG1,0.0015179028268903,0.0069967661984264,1.0620411191682403e-05,POz,T11T12-L,R-MH,no,no
NIS010,0,Left Knee Flexion,27,2,2,EEG27,ESG2,EMG2,0.0022625962737947,0.0059333452954888,1.3424764956710768e-05,T8,T12L1-L,L-RF,YES,YES
NIS010,0,Left Knee Flexion,27,0,2,EEG27,ESG0,EMG2,0.0022325112950056,0.005854451097548,1.3070128201334324e-05,T8,T10T11-L,L-RF,no,YES
NIS010,0,Left Knee Flexion,27,3,2,EEG27,ESG3,EMG2,0.0021152074914425,0.0055468389764428,1.1732715356797428e-05,T8,L1L2-L,L-RF,YES,YES
NIS010,0,Left Knee Flexion,11,14,2,EEG11,ESG14,EMG2,0.0016081810463219,0.0065228771418333,1.0489967386983264e-05,C1,L2L3-R,L-RF,no,YES
NIS010,0,Left Knee Flexion,27,6,2,EEG27,ESG6,EMG2,0.0019126121187582,0.0050155599601566,9.592820762154366e-06,T8,T11T12-C,L-RF,no,YES
NIS010,0,Left Knee Flexion,26,2,2,EEG26,ESG2,EMG2,0.0015511325327679,0.0059333452954888,9.203404915978404e-06,Cz2,T12L1-L,L-RF,YES,YES
NIS010,0,Left Knee Flexion,24,2,2,EEG24,ESG2,EMG2,0.0015168559039011,0.0059333452954888,9.00002984134641e-06,PO4,T12L1-L,L-RF,YES,YES
NIS010,0,Left Knee Flexion,15,14,2,EEG15,ESG14,EMG2,0.0013754268875345,0.0065228771418333,8.971740604962102e-06,C6,L2L3-R,L-RF,no,YES
NIS010,0,Left Knee Flexion,26,0,2,EEG26,ESG0,EMG2,0.0015305076958611,0.005854451097548,8.960282459840045e-06,Cz2,T10T11-L,L-RF,no,YES
NIS010,0,Left Knee Flexion,11,2,2,EEG11,ESG2,EMG2,0.0014628350036218,0.0059333452954888,8.679505186816251e-06,C1,T12L1-L,L-RF,YES,YES
NIS010,1,Left Plantar Flexion,20,3,1,EEG20,ESG3,EMG1,0.0021850795019418,0.009912165813148,2.1658870338158017e-05,Pz,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,21,3,1,EEG21,ESG3,EMG1,0.0021198175381869,0.009912165813148,2.1011982932127868e-05,P4,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,16,3,1,EEG16,ESG3,EMG1,0.0021127134095877,0.009912165813148,2.0941565631495e-05,CP3,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,25,3,1,EEG25,ESG3,EMG1,0.0019995169714093,0.009912165813148,1.981954376681274e-05,T7,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,22,3,1,EEG22,ESG3,EMG1,0.0018934855470433,0.009912165813148,1.8768542707093302e-05,PO3,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,0,3,1,EEG0,ESG3,EMG1,0.0018296361668035,0.009912165813148,1.813565706308923e-05,Fp1,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,26,3,1,EEG26,ESG3,EMG1,0.0018095501000061,0.009912165813148,1.7936560638459674e-05,Cz2,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,1,3,1,EEG1,ESG3,EMG1,0.0017555385129526,0.009912165813148,1.7401188831753732e-05,Fpz,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,18,3,1,EEG18,ESG3,EMG1,0.0016360689187422,0.009912165813148,1.6216986404310875e-05,CP4,L1L2-L,R-MH,YES,no
NIS010,1,Left Plantar Flexion,19,3,1,EEG19,ESG3,EMG1,0.0015249710995703,0.009912165813148,1.5115766399200405e-05,P3,L1L2-L,R-MH,YES,no
NIS010,2,Right Knee Flexion,27,1,2,EEG27,ESG1,EMG2,0.0012731489259749,0.003753759432584,4.779094789962774e-06,T8,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,21,1,2,EEG21,ESG1,EMG2,0.0011483386624604,0.003753759432584,4.310587086011849e-06,P4,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,20,1,2,EEG20,ESG1,EMG2,0.0010803139302879,0.003753759432584,4.055238605970364e-06,Pz,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,23,1,2,EEG23,ESG1,EMG2,0.0010322139132767,0.003753759432584,3.874682713407248e-06,POz,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,19,1,2,EEG19,ESG1,EMG2,0.0010099208448082,0.003753759432584,3.790999897362109e-06,P3,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,24,1,2,EEG24,ESG1,EMG2,0.0010045146336778,0.003753759432584,3.7707062813371246e-06,PO4,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,25,1,2,EEG25,ESG1,EMG2,0.0009833548683673,0.003753759432584,3.6912776127112496e-06,T7,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,12,1,2,EEG12,ESG1,EMG2,0.0009805696317926,0.003753759432584,3.680822504646957e-06,Cz,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,1,1,2,EEG1,ESG1,EMG2,0.000877846381627,0.003753759432584,3.2952241353922137e-06,Fpz,T11T12-L,L-RF,no,no
NIS010,2,Right Knee Flexion,22,1,2,EEG22,ESG1,EMG2,0.000860943517182,0.003753759432584,3.231774848544102e-06,PO3,T11T12-L,L-RF,no,no
NIS010,3,Right Plantar Flexion,23,1,1,EEG23,ESG1,EMG1,0.0016825781203806,0.0063479766249656,1.0680966577854972e-05,POz,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,4,1,1,EEG4,ESG1,EMG1,0.0015090161468833,0.0063479766249656,9.579199227111382e-06,Fz,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,25,1,1,EEG25,ESG1,EMG1,0.0014957695966586,0.0063479766249656,9.495110435923416e-06,T7,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,23,7,1,EEG23,ESG7,EMG1,0.001568294595927,0.0059168115258216,9.279303541064736e-06,POz,T12L1-C,R-MH,no,no
NIS010,3,Right Plantar Flexion,22,1,1,EEG22,ESG1,EMG1,0.0013737997505813,0.0063479766249656,8.720848704074288e-06,PO3,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,25,7,1,EEG25,ESG7,EMG1,0.0013941745273768,0.0059168115258216,8.249067912590585e-06,T7,T12L1-C,R-MH,no,no
NIS010,3,Right Plantar Flexion,20,1,1,EEG20,ESG1,EMG1,0.0012555711437016,0.0063479766249656,7.970336271199627e-06,Pz,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,5,1,1,EEG5,ESG1,EMG1,0.0012443023733794,0.0063479766249656,7.898802380602171e-06,F4,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,2,1,1,EEG2,ESG1,EMG1,0.0012162345228716,0.0063479766249656,7.720628321665653e-06,Fp2,T11T12-L,R-MH,no,no
NIS010,3,Right Plantar Flexion,22,7,1,EEG22,ESG7,EMG1,0.0012804889120161,0.0059168115258216,7.576411553304047e-06,PO3,T12L1-C,R-MH,no,no
